,Код магазину,Дата,Місяць,Кількість реалізацій,Собівартість одиниці,Ціна реалізації,Регіон
5107,1145005,2021-09-21,Вересень,1,76.8077,81.68644161187231,Центральний
5108,1145005,2021-09-24,Вересень,1,76.8077,81.87554365084844,Центральний
5109,1145005,2021-09-26,Вересень,2,57.30815,64.91757081749923,Центральний
5110,1145005,2021-09-27,Вересень,1,44.2004,50.43968350131263,Центральний
5111,1145005,2021-10-02,Жовтень,1,77.714,84.67595795855162,Центральний
5112,1145005,2021-10-13,Жовтень,1,44.6865,49.978626065286,Центральний
5113,1145005,2021-10-16,Жовтень,2,56.0252,64.19056789783801,Центральний
5114,1145005,2021-10-17,Жовтень,1,69.4797,112.26867012219083,Центральний
5115,1145005,2021-10-21,Жовтень,2,67.219,79.44215573715135,Центральний
5116,1145005,2021-10-23,Жовтень,1,86.0892,98.11926912522588,Центральний
5117,1145005,2021-10-24,Жовтень,1,54.4255,68.14784199233178,Центральний
5118,1145005,2021-10-25,Жовтень,1,55.3656,76.94167927116676,Центральний
5119,1145005,2021-10-29,Жовтень,2,65.08865,74.0932021506221,Центральний
5120,1145005,2021-10-30,Жовтень,1,69.6502,78.5996246683492,Центральний
5121,1145005,2021-12-03,Грудень,2,77.75895,84.40119065211425,Центральний
5122,1145005,2021-12-07,Грудень,1,77.7375,81.69241855476606,Центральний
5123,1145005,2021-12-11,Грудень,2,43.1548,55.11874504079805,Центральний
5124,1145005,2021-12-12,Грудень,1,96.7913,82.00782484263463,Центральний
5125,1145005,2021-12-13,Грудень,2,83.6026,87.6365832071929,Центральний
5126,1145005,2021-12-16,Грудень,1,48.8309,44.510826441722216,Центральний
5127,1145005,2021-12-17,Грудень,2,65.6305,68.78162379591406,Центральний
5128,1145005,2021-12-24,Грудень,4,74.5153,87.64553966279712,Центральний
5129,1145005,2021-12-25,Грудень,3,68.45636666666667,80.90456611123133,Центральний
5130,1145005,2021-12-26,Грудень,1,83.6026,91.55246012132106,Центральний
5131,1145005,2021-12-28,Грудень,2,89.61070000000001,98.50422549815946,Центральний
5132,1145005,2021-12-30,Грудень,1,71.9112,73.02957927613448,Центральний
5133,1145005,2021-12-31,Грудень,2,104.6198,109.4485903814262,Центральний
5134,1145005,2021-11-01,Листопад,1,85.639,91.47302214950811,Центральний
5135,1145005,2021-11-06,Листопад,1,109.3499,108.15055158987671,Центральний
5136,1145005,2021-11-07,Листопад,4,64.129975,68.44963893056763,Центральний
5137,1145005,2021-11-08,Листопад,2,49.286649999999995,62.49396755201068,Центральний
5138,1145005,2021-11-13,Листопад,2,43.30844999999999,52.9066224049172,Центральний
5139,1145005,2021-11-14,Листопад,2,58.68185,60.61879182546589,Центральний
5140,1145005,2021-11-19,Листопад,1,43.623,43.43649327955876,Центральний
5141,1145005,2021-11-20,Листопад,1,71.8187,70.734195133121,Центральний
5142,1145005,2021-11-25,Листопад,1,62.6752,70.59444015315742,Центральний
5143,1145005,2021-11-27,Листопад,2,80.5446,90.99260415915273,Центральний
5144,1145005,2021-11-29,Листопад,1,71.8187,70.61600934342489,Центральний
5145,1145299,2021-01-02,Січень,4,70.8977,74.92105967353493,Південний
5146,1145299,2021-01-05,Січень,1,69.2781,82.94888948354296,Південний
5147,1145299,2021-01-06,Січень,2,49.150999999999996,53.78110784051378,Південний
5148,1145299,2021-01-07,Січень,1,80.1879,77.11829077644606,Південний
5149,1145299,2021-01-08,Січень,2,49.150999999999996,52.36581552892131,Південний
5150,1145299,2021-01-11,Січень,1,57.2937,54.4367644311601,Південний
5151,1145299,2021-01-15,Січень,1,69.2781,66.28396479142748,Південний
5152,1145299,2021-01-16,Січень,3,66.1411,61.48153703842596,Південний
5153,1145299,2021-01-17,Січень,1,74.3177,75.96990417371272,Південний
5154,1145299,2021-01-18,Січень,1,41.0083,41.65870156606132,Південний
5155,1145299,2021-01-20,Січень,1,71.8515,66.4919305909477,Південний
5156,1145299,2021-01-21,Січень,1,41.0083,39.333564734467195,Південний
5157,1145299,2021-01-23,Січень,2,77.76855,68.50983179341388,Південний
5158,1145299,2021-01-25,Січень,2,62.64905,63.11949866054344,Південний
5159,1145299,2021-01-26,Січень,2,48.51415,53.57347876004593,Південний
5160,1145299,2021-01-27,Січень,1,41.0083,43.67916514986045,Південний
5161,1145299,2021-01-29,Січень,1,41.0083,35.392208915894834,Південний
5162,1145299,2021-01-31,Січень,1,72.4596,90.02132196162047,Південний
5163,1145299,2021-02-04,Лютий,2,49.5,56.661904761904765,Південний
5164,1145299,2021-02-06,Лютий,1,52.0,53.596000000000004,Південний
5165,1145299,2021-02-08,Лютий,1,72.0,71.596,Південний
5166,1145299,2021-02-11,Лютий,1,90.0,105.196,Південний
5167,1145299,2021-02-12,Лютий,1,41.0,32.65384615384615,Південний
5168,1145299,2021-02-13,Лютий,2,60.0,47.07692307692308,Південний
5169,1145299,2021-02-14,Лютий,1,54.0,42.72692307692308,Південний
5170,1145299,2021-02-15,Лютий,2,46.5,46.13269230769231,Південний
5171,1145299,2021-02-17,Лютий,1,69.0,81.15,Південний
5172,1145299,2021-02-21,Лютий,1,79.0,55.13793103448276,Південний
5173,1145299,2021-02-22,Лютий,1,41.0,29.275862068965516,Південний
5174,1145299,2021-03-01,Березень,1,52.0,61.330000000000005,Південний
5175,1145299,2021-03-03,Березень,1,40.0,50.73703703703704,Південний
5176,1145299,2021-03-07,Березень,1,40.0,46.082608695652176,Південний
5177,1145299,2021-03-14,Березень,2,90.5,145.7095238095238,Південний
5178,1145299,2021-03-18,Березень,1,62.0,105.45,Південний
5179,1145299,2021-03-20,Березень,1,89.0,119.12608695652175,Південний
5180,1145299,2021-03-21,Березень,1,93.0,129.99565217391304,Південний
5181,1145299,2021-03-23,Березень,1,48.0,85.21304347826087,Південний
5182,1145299,2021-03-25,Березень,1,68.0,86.95217391304348,Південний
5183,1145299,2021-03-26,Березень,1,60.0,73.47391304347826,Південний
5184,1145299,2021-03-28,Березень,1,48.0,91.73478260869565,Південний
5185,1145299,2021-03-29,Березень,2,53.5,83.47391304347826,Південний
5186,1145299,2021-04-17,Квітень,1,72.0,103.32857142857144,Південний
5187,1145299,2021-04-19,Квітень,2,53.5,75.47142857142858,Південний
5188,1145299,2021-04-20,Квітень,1,72.0,100.47142857142858,Південний
5189,1145299,2021-04-21,Квітень,1,68.0,80.77272727272727,Південний
5190,1145299,2021-04-23,Квітень,1,72.0,94.08636363636364,Південний
5191,1145299,2021-04-28,Квітень,1,68.0,77.26086956521739,Південний
5192,1145299,2021-04-30,Квітень,1,69.0,109.47619047619048,Південний
5193,1145299,2021-05-05,Травень,2,70.0,84.68809523809524,Південний
5194,1145299,2021-05-06,Травень,1,72.0,100.47142857142858,Південний
5195,1145299,2021-05-08,Травень,2,56.0,85.79750000000001,Південний
5196,1145299,2021-05-10,Травень,1,90.0,118.495,Південний
5197,1145299,2021-05-14,Травень,1,56.0,73.995,Південний
5198,1145299,2021-05-16,Травень,2,74.0,102.32000000000001,Південний
5199,1145299,2021-05-26,Травень,1,69.0,92.85238095238095,Південний
5200,1145299,2021-06-07,Червень,1,67.0,92.85238095238095,Південний
5201,1145299,2021-06-09,Червень,3,58.0,73.01111111111112,Південний
5202,1145299,2021-06-13,Червень,1,60.0,94.28095238095239,Південний
5203,1145299,2021-06-14,Червень,3,57.666666666666664,64.58571428571429,Південний
5204,1145299,2021-06-17,Червень,1,46.0,54.540909090909096,Південний
5205,1145299,2021-06-23,Червень,1,78.0,85.66666666666667,Південний
5206,1145299,2021-07-02,Липень,1,41.0,50.42857142857143,Південний
5207,1145299,2021-07-03,Липень,2,82.5,106.16428571428571,Південний
5208,1145299,2021-07-07,Липень,1,130.0,153.8047619047619,Південний
5209,1145299,2021-07-15,Липень,1,46.0,56.81363636363637,Південний
5210,1145299,2021-07-16,Липень,1,56.0,65.72272727272728,Південний
5211,1145299,2021-07-19,Липень,1,41.0,47.68181818181818,Південний
5212,1145299,2021-07-21,Липень,1,193.0,136.40454545454546,Південний
5213,1145299,2021-07-22,Липень,1,79.0,80.90454545454546,Південний
5214,1145299,2021-07-23,Липень,2,60.5,64.31363636363636,Південний
5215,1145299,2021-07-26,Липень,1,85.0,90.90454545454546,Південний
5216,1145299,2021-07-30,Липень,1,55.0,65.49545454545455,Південний
5217,1145299,2021-08-04,Серпень,1,42.0,47.722727272727276,Південний
5218,1145299,2021-08-05,Серпень,2,67.5,79.52045454545456,Південний
5219,1145299,2021-08-06,Серпень,3,52.333333333333336,72.67936507936508,Південний
5220,1145299,2021-08-07,Серпень,1,114.0,123.8047619047619,Південний
5221,1145299,2021-08-08,Серпень,1,95.0,109.04285714285714,Південний
5222,1145299,2021-08-13,Серпень,1,52.0,69.0,Південний
5223,1145299,2021-08-14,Серпень,2,46.0,69.04285714285714,Південний
5224,1145299,2021-08-15,Серпень,1,52.0,73.8047619047619,Південний
5225,1145299,2021-08-18,Серпень,1,47.0,53.59090909090909,Південний
5226,1145299,2021-08-19,Серпень,1,41.0,47.68181818181818,Південний
5227,1145299,2021-08-20,Серпень,1,77.0,87.31363636363636,Південний
5228,1145299,2021-08-21,Серпень,1,42.0,47.722727272727276,Південний
5229,1145299,2021-08-22,Серпень,1,64.0,76.5409090909091,Південний
5230,1145299,2021-08-23,Серпень,1,42.0,47.722727272727276,Південний
5231,1145299,2021-08-28,Серпень,1,41.0,52.37619047619048,Південний
5232,1145299,2021-08-30,Серпень,2,52.5,68.54523809523809,Південний
5233,1145299,2021-09-01,Вересень,1,44.2004,50.088117562946,Південний
5234,1145299,2021-09-02,Вересень,1,70.4159,75.30695148112649,Південний
5235,1145299,2021-09-03,Вересень,1,67.4958,72.20205279906773,Південний
5236,1145299,2021-09-07,Вересень,1,44.2004,49.52162265595102,Південний
5237,1145299,2021-09-08,Вересень,3,69.20763333333333,88.54220601367221,Південний
5238,1145299,2021-09-09,Вересень,2,59.7664,69.95824449182658,Південний
5239,1145299,2021-09-11,Вересень,1,50.433,54.76744716783058,Південний
5240,1145299,2021-09-12,Вересень,2,70.78535000000001,81.0123693459309,Південний
5241,1145299,2021-09-13,Вересень,2,57.30815,62.73449267424347,Південний
5242,1145299,2021-09-15,Вересень,3,62.5486,73.47003928903266,Південний
5243,1145299,2021-09-17,Вересень,1,44.2004,50.00136491441987,Південний
5244,1145299,2021-09-19,Вересень,1,76.8077,81.68644161187231,Південний
5245,1145299,2021-09-26,Вересень,1,55.2732,73.42898055846231,Південний
5246,1145299,2021-09-28,Вересень,1,87.0203,105.55616750197353,Південний
5247,1145299,2021-09-30,Вересень,3,54.54946666666667,61.489091339837614,Південний
5248,1145299,2021-10-02,Жовтень,1,71.7492,88.48378730754929,Південний
5249,1145299,2021-10-04,Жовтень,1,77.714,84.67595795855162,Південний
5250,1145299,2021-10-07,Жовтень,1,71.7492,87.94277801687844,Південний
5251,1145299,2021-10-09,Жовтень,2,92.3404,106.82147905227951,Південний
5252,1145299,2021-10-12,Жовтень,1,44.6865,50.184939951595965,Південний
5253,1145299,2021-10-15,Жовтень,1,58.4409,80.23935621432011,Південний
5254,1145299,2021-10-16,Жовтень,1,86.0892,100.87351262122569,Південний
5255,1145299,2021-10-22,Жовтень,1,75.9971,78.01433990396211,Південний
5256,1145299,2021-10-23,Жовтень,1,62.841,75.8092943354974,Південний
5257,1145299,2021-10-26,Жовтень,1,43.589,48.36170811495304,Південний
5258,1145299,2021-10-30,Жовтень,2,59.79305,62.080717875709134,Південний
5259,1145299,2021-10-31,Жовтень,2,59.4851,68.61340021497672,Південний
5260,1145299,2021-12-02,Грудень,2,77.7569,78.95150417297369,Південний
5261,1145299,2021-12-06,Грудень,1,83.6026,88.77698082852929,Південний
5262,1145299,2021-12-07,Грудень,1,96.7913,98.86965410912991,Південний
5263,1145299,2021-12-09,Грудень,2,43.1548,56.31958655613749,Південний
5264,1145299,2021-12-10,Грудень,2,79.1649,91.26027539800909,Південний
5265,1145299,2021-12-11,Грудень,1,48.8309,44.510826441722216,Південний
5266,1145299,2021-12-12,Грудень,4,58.6625,69.05361588790458,Південний
5267,1145299,2021-12-13,Грудень,2,46.38405,43.384037651885485,Південний
5268,1145299,2021-12-14,Грудень,1,54.2449,66.16789498498723,Південний
5269,1145299,2021-12-15,Грудень,2,62.331,63.50158753968849,Південний
5270,1145299,2021-12-17,Грудень,1,77.7375,82.56165978617551,Південний
5271,1145299,2021-12-19,Грудень,3,87.56179999999999,95.63153978481917,Південний
5272,1145299,2021-12-20,Грудень,1,43.1548,54.81498360614231,Південний
5273,1145299,2021-12-23,Грудень,1,83.6026,91.27522560358382,Південний
5274,1145299,2021-12-24,Грудень,4,69.15527499999999,82.14893414870093,Південний
5275,1145299,2021-12-25,Грудень,2,48.69985,65.9792252759143,Південний
5276,1145299,2021-12-29,Грудень,1,83.6026,88.47894710470496,Південний
5277,1145299,2021-12-30,Грудень,2,82.4301,91.8569305028978,Південний
5278,1145299,2021-12-31,Грудень,5,60.068259999999995,80.41956882255388,Південний
5279,1145299,2021-11-01,Листопад,2,69.85275,83.16102100987253,Південний
5280,1145299,2021-11-04,Листопад,1,85.639,91.47302214950811,Південний
5281,1145299,2021-11-07,Листопад,1,56.3206,81.15945843972379,Південний
5282,1145299,2021-11-08,Листопад,1,73.7407,78.04890889468004,Південний
5283,1145299,2021-11-09,Листопад,1,43.623,48.21571156562865,Південний
5284,1145299,2021-11-10,Листопад,1,42.9939,60.658188357128935,Південний
5285,1145299,2021-11-12,Листопад,2,57.72085,59.71887794574015,Південний
5286,1145299,2021-11-13,Листопад,1,99.6492,105.46312745568422,Південний
5287,1145299,2021-11-15,Листопад,2,64.631,67.90676538298301,Південний
5288,1145299,2021-11-17,Листопад,1,43.623,44.91312799171098,Південний
5289,1145299,2021-11-19,Листопад,3,72.88963333333332,82.81090839827412,Південний
5290,1145299,2021-11-20,Листопад,3,43.41329999999999,48.530013808225256,Південний
5291,1145299,2021-11-26,Листопад,1,73.7407,74.53244402734951,Південний
5292,1145299,2021-11-27,Листопад,1,77.235,101.83177538368842,Південний
5293,1145299,2021-11-29,Листопад,3,49.56199999999999,54.69588842199474,Південний
5294,1145299,2021-11-30,Листопад,1,109.3499,114.29485820687707,Південний
5295,1145346,2021-01-14,Січень,1,80.1879,72.17281468306139,Днепро-Слобідський
5296,1145346,2021-01-20,Січень,1,52.0214,53.386724912025244,Днепро-Слобідський
5297,1145346,2021-01-22,Січень,1,74.3177,70.39800995024876,Днепро-Слобідський
5298,1145346,2021-01-25,Січень,1,41.0083,38.26540375047838,Днепро-Слобідський
5299,1145346,2021-01-27,Січень,1,69.2781,63.05060065526029,Днепро-Слобідський
5300,1145346,2021-01-30,Січень,1,66.2413,82.71093746198723,Днепро-Слобідський
5301,1145346,2021-02-03,Лютий,3,48.333333333333336,45.2047619047619,Днепро-Слобідський
5302,1145346,2021-02-07,Лютий,1,41.0,33.96,Днепро-Слобідський
5303,1145346,2021-02-13,Лютий,1,91.0,76.91923076923078,Днепро-Слобідський
5304,1145346,2021-02-14,Лютий,2,55.0,52.863461538461536,Днепро-Слобідський
5305,1145346,2021-02-16,Лютий,1,41.0,32.65384615384615,Днепро-Слобідський
5306,1145346,2021-02-20,Лютий,2,46.5,45.720370370370375,Днепро-Слобідський
5307,1145346,2021-02-22,Лютий,2,69.5,58.601724137931036,Днепро-Слобідський
5308,1145346,2021-02-24,Лютий,1,72.0,65.621875,Днепро-Слобідський
5309,1145346,2021-02-25,Лютий,5,54.2,43.02727272727274,Днепро-Слобідський
5310,1145346,2021-02-28,Лютий,1,66.0,69.99666666666667,Днепро-Слобідський
5311,1145346,2021-03-04,Березень,1,56.0,63.996,Днепро-Слобідський
5312,1145346,2021-03-05,Березень,1,40.0,43.47391304347826,Днепро-Слобідський
5313,1145346,2021-03-08,Березень,1,40.0,43.47391304347826,Днепро-Слобідський
5314,1145346,2021-03-09,Березень,1,40.0,43.47391304347826,Днепро-Слобідський
5315,1145346,2021-03-10,Березень,1,40.0,43.47391304347826,Днепро-Слобідський
5316,1145346,2021-03-11,Березень,1,40.0,43.47391304347826,Днепро-Слобідський
5317,1145346,2021-03-18,Березень,1,40.0,49.99545454545455,Днепро-Слобідський
5318,1145346,2021-03-20,Березень,1,57.0,69.5608695652174,Днепро-Слобідський
5319,1145346,2021-03-23,Березень,1,61.0,105.21304347826087,Днепро-Слобідський
5320,1145346,2021-03-26,Березень,1,47.0,77.3,Днепро-Слобідський
5321,1145346,2021-03-28,Березень,2,60.0,69.5608695652174,Днепро-Слобідський
5322,1145346,2021-04-05,Квітень,1,52.0,65.21304347826087,Днепро-Слобідський
5323,1145346,2021-04-07,Квітень,3,52.0,63.763768115942035,Днепро-Слобідський
5324,1145346,2021-04-09,Квітень,2,54.0,62.56086956521739,Днепро-Слобідський
5325,1145346,2021-04-19,Квітень,1,64.0,80.47142857142858,Днепро-Слобідський
5326,1145346,2021-04-22,Квітень,1,72.0,90.90454545454546,Днепро-Слобідський
5327,1145346,2021-04-23,Квітень,2,54.0,65.3840909090909,Днепро-Слобідський
5328,1145346,2021-04-24,Квітень,1,94.0,104.5409090909091,Днепро-Слобідський
5329,1145346,2021-04-25,Квітень,1,84.0,99.99545454545455,Днепро-Слобідський
5330,1145346,2021-04-30,Квітень,1,60.0,76.18571428571428,Днепро-Слобідський
5331,1145346,2021-05-01,Травень,1,67.0,66.70952380952382,Днепро-Слобідський
5332,1145346,2021-05-03,Травень,1,72.0,95.23333333333333,Днепро-Слобідський
5333,1145346,2021-05-05,Травень,2,74.5,80.97142857142858,Днепро-Слобідський
5334,1145346,2021-05-08,Травень,1,90.0,114.995,Днепро-Слобідський
5335,1145346,2021-05-09,Травень,1,64.0,99.995,Днепро-Слобідський
5336,1145346,2021-05-10,Травень,1,95.0,139.995,Днепро-Слобідський
5337,1145346,2021-05-14,Травень,1,56.0,69.995,Днепро-Слобідський
5338,1145346,2021-05-15,Травень,1,116.0,124.995,Днепро-Слобідський
5339,1145346,2021-05-16,Травень,2,56.0,76.4725,Днепро-Слобідський
5340,1145346,2021-05-19,Травень,1,49.0,80.94761904761906,Днепро-Слобідський
5341,1145346,2021-05-24,Травень,1,85.0,99.95238095238095,Днепро-Слобідський
5342,1145346,2021-05-25,Травень,2,48.0,66.64047619047619,Днепро-Слобідський
5343,1145346,2021-05-30,Травень,1,90.0,109.51904761904763,Днепро-Слобідський
5344,1145346,2021-06-12,Червень,1,91.0,89.0904761904762,Днепро-Слобідський
5345,1145346,2021-06-13,Червень,1,91.0,89.0904761904762,Днепро-Слобідський
5346,1145346,2021-06-16,Червень,1,91.0,99.95238095238095,Днепро-Слобідський
5347,1145346,2021-06-19,Червень,1,52.0,80.94761904761906,Днепро-Слобідський
5348,1145346,2021-06-20,Червень,1,55.0,69.04285714285714,Днепро-Слобідський
5349,1145346,2021-06-21,Червень,1,60.0,94.28095238095239,Днепро-Слобідський
5350,1145346,2021-06-22,Червень,1,78.0,85.66666666666667,Днепро-Слобідський
5351,1145346,2021-06-29,Червень,1,90.0,109.47619047619048,Днепро-Слобідський
5352,1145346,2021-07-01,Липень,1,79.0,84.71428571428571,Днепро-Слобідський
5353,1145346,2021-07-05,Липень,1,47.0,57.095238095238095,Днепро-Слобідський
5354,1145346,2021-07-09,Липень,2,84.0,88.63181818181819,Днепро-Слобідський
5355,1145346,2021-07-10,Липень,1,42.0,47.722727272727276,Днепро-Слобідський
5356,1145346,2021-07-11,Липень,2,85.5,97.475,Днепро-Слобідський
5357,1145346,2021-07-12,Липень,2,58.5,74.08636363636364,Днепро-Слобідський
5358,1145346,2021-07-15,Липень,1,42.0,47.722727272727276,Днепро-Слобідський
5359,1145346,2021-07-17,Липень,2,81.0,87.47500000000001,Днепро-Слобідський
5360,1145346,2021-07-18,Липень,1,41.0,47.68181818181818,Днепро-Слобідський
5361,1145346,2021-07-19,Липень,3,57.333333333333336,71.46515151515153,Днепро-Слобідський
5362,1145346,2021-07-22,Липень,1,55.0,65.49545454545455,Днепро-Слобідський
5363,1145346,2021-07-23,Липень,2,85.0,85.8840909090909,Днепро-Слобідський
5364,1145346,2021-07-24,Липень,1,41.0,47.68181818181818,Днепро-Слобідський
5365,1145346,2021-07-29,Липень,1,52.0,59.08636363636364,Днепро-Слобідський
5366,1145346,2021-07-30,Липень,1,116.0,118.13636363636364,Днепро-Слобідський
5367,1145346,2021-08-04,Серпень,3,56.666666666666664,62.1030303030303,Днепро-Слобідський
5368,1145346,2021-08-05,Серпень,1,42.0,47.722727272727276,Днепро-Слобідський
5369,1145346,2021-08-06,Серпень,1,42.0,49.9952380952381,Днепро-Слобідський
5370,1145346,2021-08-08,Серпень,2,51.5,61.42619047619048,Днепро-Слобідський
5371,1145346,2021-08-12,Серпень,1,42.0,49.9952380952381,Днепро-Слобідський
5372,1145346,2021-08-14,Серпень,1,52.0,69.0,Днепро-Слобідський
5373,1145346,2021-08-18,Серпень,1,65.0,63.67727272727273,Днепро-Слобідський
5374,1145346,2021-08-19,Серпень,2,44.0,50.63636363636364,Днепро-Слобідський
5375,1145346,2021-08-25,Серпень,1,42.0,47.722727272727276,Днепро-Слобідський
5376,1145346,2021-08-27,Серпень,1,54.0,79.04285714285714,Днепро-Слобідський
5377,1145346,2021-08-29,Серпень,1,42.0,52.37619047619048,Днепро-Слобідський
5378,1145346,2021-08-30,Серпень,2,49.0,70.23333333333333,Днепро-Слобідський
5379,1145346,2021-09-06,Вересень,1,44.2004,49.52162265595102,Днепро-Слобідський
5380,1145346,2021-09-08,Вересень,2,82.48995,91.84394768240247,Днепро-Слобідський
5381,1145346,2021-09-14,Вересень,1,45.6939,50.203112875987046,Днепро-Слобідський
5382,1145346,2021-09-16,Вересень,1,54.5504,70.02001346278084,Днепро-Слобідський
5383,1145346,2021-09-17,Вересень,1,58.4045,76.4306577977561,Днепро-Слобідський
5384,1145346,2021-09-18,Вересень,2,65.61035000000001,72.77623700547332,Днепро-Слобідський
5385,1145346,2021-09-19,Вересень,1,50.433,50.46284391874518,Днепро-Слобідський
5386,1145346,2021-09-20,Вересень,1,50.433,50.46284391874518,Днепро-Слобідський
5387,1145346,2021-09-23,Вересень,1,55.2732,73.19248998115177,Днепро-Слобідський
5388,1145346,2021-09-26,Вересень,2,62.9623,75.2441666207707,Днепро-Слобідський
5389,1145346,2021-09-30,Вересень,2,79.4163,85.33399791395527,Днепро-Слобідський
5390,1145346,2021-10-01,Жовтень,3,62.14966666666667,76.9521428204901,Днепро-Слобідський
5391,1145346,2021-10-02,Жовтень,2,69.41905,81.87303783824493,Днепро-Слобідський
5392,1145346,2021-10-04,Жовтень,1,44.6865,51.72811439491286,Днепро-Слобідський
5393,1145346,2021-10-07,Жовтень,1,69.4797,112.26867012219083,Днепро-Слобідський
5394,1145346,2021-10-10,Жовтень,1,58.4409,79.90775834512992,Днепро-Слобідський
5395,1145346,2021-10-14,Жовтень,1,77.714,76.77326356410501,Днепро-Слобідський
5396,1145346,2021-10-16,Жовтень,1,86.0892,100.87351262122569,Днепро-Слобідський
5397,1145346,2021-10-17,Жовтень,1,87.337,107.5906139480923,Днепро-Слобідський
5398,1145346,2021-10-18,Жовтень,1,44.6865,51.41183735334294,Днепро-Слобідський
5399,1145346,2021-10-19,Жовтень,1,75.9971,83.222619337213,Днепро-Слобідський
5400,1145346,2021-10-21,Жовтень,2,60.405100000000004,79.91265392494542,Днепро-Слобідський
5401,1145346,2021-10-22,Жовтень,1,109.5456,131.55436665424168,Днепро-Слобідський
5402,1145346,2021-10-23,Жовтень,1,77.714,75.8092943354974,Днепро-Слобідський
5403,1145346,2021-10-25,Жовтень,1,71.7492,82.65767350240951,Днепро-Слобідський
5404,1145346,2021-10-29,Жовтень,1,86.0892,95.0728420725093,Днепро-Слобідський
5405,1145346,2021-12-02,Грудень,1,43.1548,57.85916937558417,Днепро-Слобідський
5406,1145346,2021-12-03,Грудень,1,43.9372,44.29056978192489,Днепро-Слобідський
5407,1145346,2021-12-04,Грудень,3,66.48366666666665,70.04585882044842,Днепро-Слобідський
5408,1145346,2021-12-05,Грудень,1,61.5385,77.50284890736025,Днепро-Слобідський
5409,1145346,2021-12-06,Грудень,1,82.4301,92.16634267328061,Днепро-Слобідський
5410,1145346,2021-12-09,Грудень,1,131.5021,140.03589885886717,Днепро-Слобідський
5411,1145346,2021-12-10,Грудень,1,96.7913,102.31608338247025,Днепро-Слобідський
5412,1145346,2021-12-11,Грудень,2,72.57055,84.20353625574418,Днепро-Слобідський
5413,1145346,2021-12-12,Грудень,1,82.4301,90.98240651132782,Днепро-Слобідський
5414,1145346,2021-12-16,Грудень,1,43.1548,55.11874504079805,Днепро-Слобідський
5415,1145346,2021-12-18,Грудень,2,58.7688,78.17789178749678,Днепро-Слобідський
5416,1145346,2021-12-20,Грудень,1,77.7375,82.28155237383903,Днепро-Слобідський
5417,1145346,2021-12-22,Грудень,3,54.63366666666667,59.532360422176964,Днепро-Слобідський
5418,1145346,2021-12-24,Грудень,3,83.71223333333333,92.69048277132855,Днепро-Слобідський
5419,1145346,2021-12-25,Грудень,2,96.68395,105.36463968837913,Днепро-Слобідський
5420,1145346,2021-12-26,Грудень,2,73.8732,90.27573751793028,Днепро-Слобідський
5421,1145346,2021-12-27,Грудень,1,55.9991,79.92585935744778,Днепро-Слобідський
5422,1145346,2021-12-29,Грудень,2,82.4301,91.8569305028978,Днепро-Слобідський
5423,1145346,2021-12-30,Грудень,2,69.638,81.4181684565664,Днепро-Слобідський
5424,1145346,2021-11-01,Листопад,1,85.639,91.47302214950811,Днепро-Слобідський
5425,1145346,2021-11-02,Листопад,1,73.7407,76.79589731192776,Днепро-Слобідський
5426,1145346,2021-11-04,Листопад,1,71.8187,82.87827051667797,Днепро-Слобідський
5427,1145346,2021-11-07,Листопад,1,109.3499,109.67648529837585,Днепро-Слобідський
5428,1145346,2021-11-09,Листопад,1,84.6258,96.5147805943826,Днепро-Слобідський
5429,1145346,2021-11-12,Листопад,1,43.623,45.593233599040325,Днепро-Слобідський
5430,1145346,2021-11-14,Листопад,1,43.623,44.97108389314973,Днепро-Слобідський
5431,1145346,2021-11-15,Листопад,1,43.623,44.97108389314973,Днепро-Слобідський
5432,1145346,2021-11-18,Листопад,1,84.6258,91.66479161979049,Днепро-Слобідський
5433,1145346,2021-11-21,Листопад,2,85.73395,85.61954133792298,Днепро-Слобідський
5434,1145346,2021-11-22,Листопад,1,56.3206,76.53607940323455,Днепро-Слобідський
5435,1145346,2021-11-27,Листопад,1,73.7407,75.48594875102367,Днепро-Слобідський
5436,1145346,2021-11-29,Листопад,1,56.3206,76.8879079955278,Днепро-Слобідський
5437,1145347,2021-01-12,Січень,1,57.2937,51.76803394625177,Днепро-Слобідський
5438,1145347,2021-01-14,Січень,2,62.0092,58.51055602814941,Днепро-Слобідський
5439,1145347,2021-01-16,Січень,1,80.1879,69.99674991874797,Днепро-Слобідський
5440,1145347,2021-01-20,Січень,1,47.7228,41.300813008130085,Днепро-Слобідський
5441,1145347,2021-01-25,Січень,1,41.0083,38.26540375047838,Днепро-Слобідський
5442,1145347,2021-01-26,Січень,2,57.663,55.00861079219288,Днепро-Слобідський
5443,1145347,2021-01-27,Січень,1,41.0083,38.825385268778064,Днепро-Слобідський
5444,1145347,2021-01-28,Січень,1,56.02,62.63582177292287,Днепро-Слобідський
5445,1145347,2021-01-29,Січень,1,79.9062,78.65416002989008,Днепро-Слобідський
5446,1145347,2021-02-01,Лютий,1,66.0,61.857142857142854,Днепро-Слобідський
5447,1145347,2021-02-07,Лютий,1,70.0,42.036,Днепро-Слобідський
5448,1145347,2021-02-08,Лютий,2,74.0,64.016,Днепро-Слобідський
5449,1145347,2021-02-10,Лютий,2,70.0,42.036,Днепро-Слобідський
5450,1145347,2021-02-11,Лютий,2,68.0,74.97800000000001,Днепро-Слобідський
